snapshot_id,webcam_id,label_source,label_value,target_label,split,image_path_or_url,phase,captured_at,rating_count,source,llm_model
105846,12586,llm_only,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1781749856725.jpg,sunset,2026-06-18 02:30:57.516489,0,webcam,claude-sonnet-5
66635,3593624,llm_only,0.45,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3593624/1770242114928.jpg,sunset,2026-02-04 21:55:15.260084,1,webcam,claude-sonnet-4-5
66632,2950350,llm_only,0.0,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2950350/1770242100918.jpg,sunset,2026-02-04 21:55:01.201973,1,webcam,claude-sonnet-4-5
66617,2921342,llm_only,0.45,1,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921342/1770187452202.jpg,sunset,2026-02-04 06:44:12.661384,1,webcam,claude-sonnet-4-5
66594,5379767,llm_only,0.35,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5379767/1770179073643.jpg,sunrise,2026-02-04 04:24:34.176094,1,webcam,claude-sonnet-4-5
107462,12586,llm_only,0.35,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1782186355965.jpg,sunset,2026-06-23 03:45:56.463861,0,webcam,claude-sonnet-5
107233,12586,llm_only,0.25,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1782122471884.jpg,sunset,2026-06-22 10:01:12.383091,0,webcam,claude-sonnet-5
73533,536,llm_only,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/536/1771826688871.jpg,sunrise,2026-02-23 06:04:49.385588,0,webcam,claude-sonnet-4-5
73529,160,llm_only,0.0,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/160/1771825668974.jpg,sunset,2026-02-23 05:47:49.255191,0,webcam,claude-sonnet-4-5
73527,368,llm_only,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/368/1771825549312.jpg,sunset,2026-02-23 05:45:49.666648,0,webcam,claude-sonnet-4-5
66408,2921340,llm_only,0.45,1,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921340/1764120755559.jpg,sunrise,2025-11-26 01:32:36.183806,1,webcam,claude-sonnet-4-5
