snapshot_id,webcam_id,label_source,label_value,target_label,split,image_path_or_url,phase,captured_at,rating_count,source,llm_model
105846,12586,llm_only,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1781749856725.jpg,sunset,2026-06-18 02:30:57.516489,0,webcam,claude-sonnet-5
66635,3593624,llm_only,0.45,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3593624/1770242114928.jpg,sunset,2026-02-04 21:55:15.260084,1,webcam,claude-sonnet-4-5
66594,5379767,llm_only,0.35,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5379767/1770179073643.jpg,sunrise,2026-02-04 04:24:34.176094,1,webcam,claude-sonnet-4-5
107462,12586,llm_only,0.35,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1782186355965.jpg,sunset,2026-06-23 03:45:56.463861,0,webcam,claude-sonnet-5
107233,12586,llm_only,0.25,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1782122471884.jpg,sunset,2026-06-22 10:01:12.383091,0,webcam,claude-sonnet-5
73533,536,llm_only,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/536/1771826688871.jpg,sunrise,2026-02-23 06:04:49.385588,0,webcam,claude-sonnet-4-5
73527,368,llm_only,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/368/1771825549312.jpg,sunset,2026-02-23 05:45:49.666648,0,webcam,claude-sonnet-4-5
66500,3153444,llm_only,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3153444/1764618967009.jpg,sunset,2025-12-01 19:56:07.484994,1,webcam,claude-sonnet-4-5
75219,400,llm_only,0.45,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/400/1772245849280.jpg,sunset,2026-02-28 02:30:49.584507,0,webcam,claude-sonnet-4-5
75216,368,llm_only,0.55,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/368/1772245009377.jpg,sunset,2026-02-28 02:16:49.716514,0,webcam,claude-sonnet-4-5
75214,5006,llm_only,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5006/1772244409147.jpg,sunset,2026-02-28 02:06:49.483893,0,webcam,claude-sonnet-4-5
