snapshot_id,webcam_id,image_path_or_url,target_label,source,llm_quality,rating,quality_label
109197,24051439,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/24051439/1782681382715.jpg,1,webcam,0.4,2,0.25
115030,28898028,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28898028/1784275272457.jpg,1,webcam,0.6,4,0.75
116959,29104035,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29104035/1784807159754.jpg,1,webcam,0.4,3,0.5
114396,29042769,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29042769/1784111474235.jpg,1,webcam,0.3,1,0.0
112093,28871581,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28871581/1783476072122.jpg,1,webcam,0.35,2,0.25
107300,28817975,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28817975/1782143165390.jpg,1,webcam,0.35,2,0.25
73884,13476704,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13476704/1771911829182.jpg,1,webcam,0.45,1,0.0
111644,27767118,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27767118/1783340156772.jpg,1,webcam,0.2,2,0.25
114924,28093472,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28093472/1784250977187.jpg,1,webcam,0.2,1,0.0
70033,548,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/548/1771071529454.jpg,1,webcam,0.72,1,0.0
106892,38,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/38/1782029768315.jpg,1,webcam,0.4,2,0.25
116448,4204207,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4204207/1784664116517.jpg,1,webcam,0.35,2,0.25
102799,28782057,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28782057/1781386233387.jpg,1,webcam,0.45,2,0.25
117377,28999873,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28999873/1784927767327.jpg,1,webcam,0.55,4,0.75
115813,29015288,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29015288/1784496664860.jpg,1,webcam,0.35,3,0.5
118478,2921342,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921342/1785249957957.jpg,1,webcam,0.55,3,0.5
66413,2921329,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921329/1764120784465.jpg,1,webcam,0.55,4,0.75
111420,2951417,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2951417/1783287058377.jpg,1,webcam,0.0,2,0.25
67236,8231821,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8231821/1770667584873.jpg,1,webcam,0.45,4,0.75
83489,15525839,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15525839/1773472953128.jpg,1,webcam,0.0,1,0.0
74096,15293,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15293/1771966008651.jpg,1,webcam,0.35,5,1.0
88116,13473465,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13473465/1773552553652.jpg,1,webcam,0.72,4,0.75
96747,17400009,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/17400009/1775399133212.jpg,1,webcam,0.65,1,0.0
86423,10843036,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10843036/1773513991692.jpg,1,webcam,0.0,1,0.0
119411,29163759,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29163759/1785486728946.jpg,1,webcam,0.55,2,0.25
93764,6148965,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6148965/1774757133132.jpg,1,webcam,0.45,1,0.0
104833,28796072,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28796072/1781468154764.jpg,1,webcam,0.35,3,0.5
107361,10170873,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10170873/1782162084313.jpg,1,webcam,0.35,3,0.5
115040,2942065,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2942065/1784277070795.jpg,1,webcam,0.55,5,1.0
105755,28774047,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28774047/1781729182218.jpg,1,webcam,0.35,4,0.75
