snapshot_id,webcam_id,label_source,label_value,target_label,split,image_path_or_url,phase,captured_at,rating_count,source
119498,5649571,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5649571/1785510963755.jpg,sunset,2026-07-31 15:16:04.165465+00:00,0,webcam
119501,93,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/93/1785512765365.jpg,sunset,2026-07-31 15:46:05.717915+00:00,0,webcam
119503,1866,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1866/1785513715661.jpg,sunset,2026-07-31 16:01:56.926907+00:00,0,webcam
119504,21846,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/21846/1785513718880.jpg,sunset,2026-07-31 16:01:59.348047+00:00,0,webcam
119505,16908885,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16908885/1785513723738.jpg,sunset,2026-07-31 16:02:04.242887+00:00,0,webcam
119506,93,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/93/1785513724157.jpg,sunset,2026-07-31 16:02:04.514902+00:00,0,webcam
119508,29161789,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29161789/1785514567818.jpg,sunset,2026-07-31 16:16:08.182951+00:00,0,webcam
119509,16908885,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16908885/1785514570133.jpg,sunset,2026-07-31 16:16:10.837432+00:00,0,webcam
119510,29051458,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29051458/1785514570295.jpg,sunset,2026-07-31 16:16:11.068853+00:00,0,webcam
119511,27075159,gold,1.0,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27075159/1785514570978.jpg,sunset,2026-07-31 16:16:11.340956+00:00,0,webcam
119512,29051458,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29051458/1785515465605.jpg,sunset,2026-07-31 16:31:06.311077+00:00,0,webcam
119514,27075159,gold,1.0,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27075159/1785515465984.jpg,sunset,2026-07-31 16:31:06.601925+00:00,0,webcam
119516,331,gold,0.25,0.25,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/331/1785515468860.jpg,sunset,2026-07-31 16:31:09.157225+00:00,0,webcam
119518,13045,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785516364513.jpg,sunset,2026-07-31 16:46:05.073597+00:00,0,webcam
119521,13233845,gold,0.25,0.25,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13233845/1785517308237.jpg,sunset,2026-07-31 17:01:49.661394+00:00,0,webcam
119522,13611,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13611/1785517315562.jpg,sunset,2026-07-31 17:01:55.968386+00:00,0,webcam
119523,12512251,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12512251/1785518163488.jpg,sunset,2026-07-31 17:16:04.019945+00:00,0,webcam
119524,13611,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13611/1785518162726.jpg,sunset,2026-07-31 17:16:04.064765+00:00,0,webcam
119526,13611,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13611/1785520917301.jpg,sunset,2026-07-31 18:01:57.802641+00:00,0,webcam
119527,29039291,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29039291/1785520921438.jpg,sunset,2026-07-31 18:02:01.812930+00:00,0,webcam
119529,13045,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785521766370.jpg,sunset,2026-07-31 18:16:07.350210+00:00,0,webcam
119530,15569,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15569/1785521766724.jpg,sunset,2026-07-31 18:16:07.767070+00:00,0,webcam
119531,29161130,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29161130/1785521772498.jpg,sunset,2026-07-31 18:16:13.015909+00:00,0,webcam
119532,29039291,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29039291/1785522721855.jpg,sunset,2026-07-31 18:32:02.292286+00:00,0,webcam
119533,13045,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785523566349.jpg,sunset,2026-07-31 18:46:07.351214+00:00,0,webcam
119534,18487,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/18487/1785523571275.jpg,sunset,2026-07-31 18:46:11.730306+00:00,0,webcam
119536,3703,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3703/1785524463166.jpg,sunset,2026-07-31 19:01:03.812345+00:00,0,webcam
119537,387,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/387/1785524479672.jpg,sunset,2026-07-31 19:01:20.672767+00:00,0,webcam
119538,18487,gold,0.25,0.25,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/18487/1785524480569.jpg,sunset,2026-07-31 19:01:20.912511+00:00,0,webcam
119540,28796076,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28796076/1785524482106.jpg,sunset,2026-07-31 19:01:22.426929+00:00,0,webcam
119541,18487,gold,0.25,0.25,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/18487/1785525368249.jpg,sunset,2026-07-31 19:16:08.774169+00:00,0,webcam
119542,28796076,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28796076/1785525369567.jpg,sunset,2026-07-31 19:16:09.920767+00:00,0,webcam
119543,13045,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785526272552.jpg,sunset,2026-07-31 19:31:12.923551+00:00,0,webcam
119544,28796076,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28796076/1785526288429.jpg,sunset,2026-07-31 19:31:28.833016+00:00,0,webcam
119545,29163984,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29163984/1785527160388.jpg,sunset,2026-07-31 19:46:00.789810+00:00,0,webcam
119546,29163984,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29163984/1785528110793.jpg,sunset,2026-07-31 20:01:51.211731+00:00,0,webcam
119547,29038768,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29038768/1785528130750.jpg,sunset,2026-07-31 20:02:11.167806+00:00,0,webcam
119548,449,gold,0.25,0.25,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/449/1785528132117.jpg,sunset,2026-07-31 20:02:12.441711+00:00,0,webcam
119550,2328,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2328/1785528961273.jpg,sunset,2026-07-31 20:16:01.799497+00:00,0,webcam
119551,13045,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785528970452.jpg,sunset,2026-07-31 20:16:10.903649+00:00,0,webcam
119552,12512251,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12512251/1785528970577.jpg,sunset,2026-07-31 20:16:10.932329+00:00,0,webcam
119553,29038768,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29038768/1785528979055.jpg,sunset,2026-07-31 20:16:19.714227+00:00,0,webcam
119554,772735,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/772735/1785529857035.jpg,sunset,2026-07-31 20:30:57.968319+00:00,0,webcam
119558,4842,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4842/1785530758706.jpg,sunset,2026-07-31 20:45:59.480873+00:00,0,webcam
119559,2937958,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2937958/1785530782003.jpg,sunset,2026-07-31 20:46:22.367637+00:00,0,webcam
119560,29163873,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29163873/1785531714597.jpg,sunset,2026-07-31 21:01:55.018305+00:00,0,webcam
119561,13045,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785531723356.jpg,sunset,2026-07-31 21:02:04.191764+00:00,0,webcam
119562,931,gold,1.0,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/931/1785531736241.jpg,sunset,2026-07-31 21:02:17.100109+00:00,0,webcam
119563,2937958,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2937958/1785531736957.jpg,sunset,2026-07-31 21:02:17.390809+00:00,0,webcam
119564,3459,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3459/1785531739217.jpg,sunset,2026-07-31 21:02:19.959448+00:00,0,webcam
119565,3741,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3741/1785532560550.jpg,sunset,2026-07-31 21:16:01.313710+00:00,0,webcam
119566,13045,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785532566090.jpg,sunset,2026-07-31 21:16:06.706912+00:00,0,webcam
119567,3203023,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3203023/1785532573660.jpg,sunset,2026-07-31 21:16:14.284210+00:00,0,webcam
119568,4768429,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4768429/1785532581982.jpg,sunset,2026-07-31 21:16:22.280600+00:00,0,webcam
119569,4842,gold,0.25,0.25,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4842/1785533456906.jpg,sunset,2026-07-31 21:30:57.285067+00:00,0,webcam
119572,3203023,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3203023/1785533471862.jpg,sunset,2026-07-31 21:31:12.369014+00:00,0,webcam
119570,3963339,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3963339/1785533456646.jpg,sunset,2026-07-31 21:30:57.291110+00:00,0,webcam
119571,13045,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785533465851.jpg,sunset,2026-07-31 21:31:06.209161+00:00,0,webcam
