snapshot_id,webcam_id,image_path_or_url,target_label,source,llm_quality,rating,quality_label
102791,28782057,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28782057/1781385329064.jpg,1,webcam,0.5,5,1.0
71406,12621490,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12621490/1771346514423.jpg,1,webcam,0.35,1,0.0
67175,3066299,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3066299/1770609941610.jpg,1,webcam,0.55,3,0.5
81376,3593624,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3593624/1773445166134.jpg,1,webcam,0.35,1,0.0
68913,11459,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/11459/1770861685929.jpg,1,webcam,0.35,1,0.0
105939,38,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/38/1781770574717.jpg,1,webcam,0.4,1,0.0
93986,7688307,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7688307/1774801053649.jpg,1,webcam,0.55,2,0.25
110076,6156909,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6156909/1782916262664.jpg,1,webcam,0.35,2,0.25
90008,160,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/160/1773992012300.jpg,1,webcam,0.45,2,0.25
72333,5006,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5006/1771540849789.jpg,1,webcam,0.25,2,0.25
77429,4328025,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4328025/1772773460547.jpg,1,webcam,0.72,3,0.5
87715,10104,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10104/1773531935262.jpg,1,webcam,0.45,1,0.0
101404,28751492,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28751492/1780974051346.jpg,1,webcam,0.55,4,0.75
111144,28961131,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28961131/1783220459241.jpg,1,webcam,0.35,1,0.0
116019,29080476,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29080476/1784544365122.jpg,1,webcam,0.4,1,0.0
116624,4204207,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4204207/1784718067603.jpg,1,webcam,0.2,1,0.0
88679,15931067,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15931067/1773681339617.jpg,1,webcam,0.0,1,0.0
109967,26018001,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/26018001/1782882967971.jpg,1,webcam,0.2,1,0.0
89942,312,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/312/1773978094074.jpg,1,webcam,0.45,1,0.0
85967,16415016,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16415016/1773507033444.jpg,1,webcam,0.45,1,0.0
96583,15293,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15293/1775358572610.jpg,1,webcam,0.45,1,0.0
88096,312,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/312/1773547120996.jpg,1,webcam,0.65,3,0.5
111964,27474067,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27474067/1783439164162.jpg,1,webcam,0.35,2,0.25
116582,28886026,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28886026/1784709968003.jpg,1,webcam,0.4,3,0.5
113382,28853651,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28853651/1783844172220.jpg,1,webcam,0.4,3,0.5
85258,15579363,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15579363/1773496052305.jpg,1,webcam,0.35,2,0.25
96301,4738,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4738/1775297253202.jpg,1,webcam,0.45,2,0.25
93785,312,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/312/1774760672691.jpg,1,webcam,0.72,3,0.5
74439,15293,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15293/1772052468651.jpg,1,webcam,0.35,4,0.75
71095,15293,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15293/1771282670566.jpg,1,webcam,0.45,4,0.75
76043,4738,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4738/1772443909728.jpg,1,webcam,0.45,1,0.0
112018,28796403,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28796403/1783457155577.jpg,1,webcam,0.4,3,0.5
74376,13471472,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13471472/1772038189148.jpg,1,webcam,0.25,1,0.0
70206,15293,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15293/1771103209716.jpg,1,webcam,0.45,4,0.75
116618,3396272,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3396272/1784717174784.jpg,1,webcam,0.45,3,0.5
82099,14591082,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/14591082/1773452907587.jpg,1,webcam,0.45,1,0.0
89820,16430846,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16430846/1773944492647.jpg,1,webcam,0.35,1,0.0
108909,26646371,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/26646371/1782599476148.jpg,1,webcam,0.15,1,0.0
109934,26716219,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/26716219/1782873970218.jpg,1,webcam,0.55,3,0.5
119133,2921342,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921342/1785422756122.jpg,1,webcam,0.35,2,0.25
