snapshot_id,webcam_id,label_source,label_value,target_label,split,image_path_or_url,phase,captured_at,rating_count
67345,11150763,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/11150763/1770680861971.jpg,sunset,2026-02-09 23:47:42.252273,1
68815,171415,manual_only,4.00,4.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/171415/1770845890525.jpg,sunrise,2026-02-11 21:38:10.933372,1
66427,4380968,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4380968/1764613316532.jpg,sunrise,2025-12-01 18:21:57.050890,1
66966,10264687,manual_only,3.00,3.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10264687/1770427493132.jpg,sunset,2026-02-07 01:24:53.376839,1
66883,5137840,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5137840/1770410985796.jpg,sunrise,2026-02-06 20:49:46.117095,1
67370,8686246,manual_only,5.00,5.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8686246/1770680961285.jpg,sunset,2026-02-09 23:49:21.540275,1
66834,10491789,manual_only,2.00,2.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10491789/1770402855195.jpg,sunset,2026-02-06 18:34:15.627237,1
67391,10623636,manual_only,4.00,4.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10623636/1770700322154.jpg,sunrise,2026-02-10 05:12:02.667988,1
68811,8616196,manual_only,4.00,4.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8616196/1770845753024.jpg,sunset,2026-02-11 21:35:53.435107,1
66938,10622511,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10622511/1770427417362.jpg,sunset,2026-02-07 01:23:37.644669,1
67043,2926257,manual_only,4.00,4.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2926257/1770437134425.jpg,sunrise,2026-02-07 04:05:34.718561,1
69301,9417527,manual_only,5.00,5.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9417527/1770933449145.jpg,sunrise,2026-02-12 21:57:29.579439,1
66625,12586,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1770242077043.jpg,sunrise,2026-02-04 21:54:37.349981,1
67070,9473462,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9473462/1770599254662.jpg,sunrise,2026-02-09 01:07:34.925784,1
66437,2977624,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2977624/1764613361684.jpg,sunrise,2025-12-01 18:22:42.198781,1
67377,6373,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6373/1770684562522.jpg,sunset,2026-02-10 00:49:22.990094,1
67346,11003592,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/11003592/1770680864017.jpg,sunset,2026-02-09 23:47:44.262327,1
67341,3088970,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3088970/1770680845524.jpg,sunset,2026-02-09 23:47:25.778433,1
66726,14458,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/14458/1770395464970.jpg,sunset,2026-02-06 16:31:05.225264,1
66827,4443,manual_only,5.00,5.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4443/1770401266663.jpg,sunset,2026-02-06 18:07:46.951549,1
67337,7084,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7084/1770680833117.jpg,sunset,2026-02-09 23:47:13.362329,1
67105,12431,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12431/1770607560110.jpg,sunrise,2026-02-09 03:26:00.430160,1
66712,7737728,manual_only,2.00,2.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7737728/1770395384943.jpg,sunrise,2026-02-06 16:29:45.355427,1
67038,3375326,manual_only,4.00,4.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3375326/1770437109891.jpg,sunrise,2026-02-07 04:05:10.214004,1
67173,2926257,manual_only,4.00,4.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2926257/1770609933216.jpg,sunrise,2026-02-09 04:05:33.482599,1
66889,21846,manual_only,4.00,4.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/21846/1770411012048.jpg,sunset,2026-02-06 20:50:12.340748,1
66655,12451,manual_only,5.00,5.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12451/1770256816301.jpg,sunset,2026-02-05 02:00:16.587607,1
66503,3784301,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3784301/1764618976961.jpg,sunset,2025-12-01 19:56:17.394640,1
67280,9705,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9705/1770680656149.jpg,sunrise,2026-02-09 23:44:16.419562,1
67084,11458,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/11458/1770599306681.jpg,sunrise,2026-02-09 01:08:26.919468,1
66661,281167,manual_only,4.00,4.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/281167/1770357843813.jpg,sunrise,2026-02-06 06:04:04.496563,2
66462,4308353,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4308353/1764618809291.jpg,sunrise,2025-12-01 19:53:29.798637,1
66767,9084831,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9084831/1770395732693.jpg,sunset,2026-02-06 16:35:32.955145,1
67278,2945739,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2945739/1770680651045.jpg,sunrise,2026-02-09 23:44:11.350214,1
69263,10635013,manual_only,5.00,5.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10635013/1770926457900.jpg,sunrise,2026-02-12 20:00:58.378344,1
66739,10524828,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10524828/1770395527303.jpg,sunset,2026-02-06 16:32:07.613681,1
67304,536,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/536/1770680725090.jpg,sunset,2026-02-09 23:45:25.370982,1
66937,10820404,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10820404/1770427415242.jpg,sunset,2026-02-07 01:23:35.503386,1
67348,10806088,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10806088/1770680868130.jpg,sunset,2026-02-09 23:47:48.375834,1
66662,10658058,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10658058/1770357847189.jpg,sunrise,2026-02-06 06:04:07.654495,1
67201,281167,manual_only,5.00,5.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/281167/1770619316551.jpg,sunrise,2026-02-09 06:41:57.196678,1
66501,3759756,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3759756/1764618970072.jpg,sunset,2025-12-01 19:56:10.559594,1
66569,4520535,manual_only,2.00,2.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4520535/1770177210846.jpg,sunrise,2026-02-04 03:53:31.306321,1
66984,8351922,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8351922/1770427547263.jpg,sunrise,2026-02-07 01:25:47.587528,1
66629,10166398,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10166398/1770242087891.jpg,sunset,2026-02-04 21:54:48.185174,1
66727,12586,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1770395467427.jpg,sunset,2026-02-06 16:31:07.754112,1
66725,182,manual_only,3.00,3.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/182/1770395463393.jpg,sunset,2026-02-06 16:31:03.673379,1
66841,861454,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/861454/1770405658436.jpg,sunrise,2026-02-06 19:20:58.701937,1
