snapshot_id,webcam_id,image_path_or_url,target_label,source,llm_quality
87291,13009408,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13009408/1773527493037.jpg,0,webcam,0.45
72775,5006,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5006/1771645489136.jpg,0,webcam,0.0
66756,10479822,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10479822/1770395677728.jpg,0,webcam,0.45
112217,4892309,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4892309/1783507570808.jpg,0,webcam,0.0
88144,160,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/160/1773557371966.jpg,1,webcam,0.45
112427,28799369,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28799369/1783568779647.jpg,0,webcam,0.4
69536,11742298,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/11742298/1770971209172.jpg,1,webcam,0.55
106929,17708138,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/17708138/1782037863392.jpg,1,webcam,0.3
70411,12207849,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12207849/1771148210043.jpg,0,webcam,0.0
87206,15889458,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15889458/1773526472704.jpg,0,webcam,0.0
67270,5203,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5203/1770680594282.jpg,0,webcam,0.0
83869,15938105,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15938105/1773479854481.jpg,0,webcam,0.0
82641,16404607,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16404607/1773459145422.jpg,0,webcam,0.0
89987,312,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/312/1773988472536.jpg,1,webcam,0.45
92136,18420477,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/18420477/1774456053367.jpg,0,webcam,0.0
74811,160,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/160/1772146849544.jpg,0,webcam,0.45
83717,12840548,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12840548/1773477812231.jpg,0,webcam,0.0
84712,2956395,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2956395/1773489332459.jpg,0,webcam,0.0
90128,17580012,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/17580012/1774023215920.jpg,1,webcam,0.35
101632,28470202,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28470202/1781049679829.jpg,0,webcam,0.1
89562,10300,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10300/1773886352217.jpg,0,webcam,0.0
113660,28799369,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28799369/1783915267943.jpg,0,webcam,0.1
73531,5222445,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5222445/1771826328932.jpg,0,webcam,0.0
84853,8204930,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8204930/1773490893306.jpg,1,webcam,0.65
111377,28615436,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1783281679076.jpg,0,webcam,0.0
66562,8211030,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8211030/1770171608479.jpg,0,webcam,0.0
93539,7688307,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7688307/1774716454220.jpg,1,webcam,0.45
82185,16557666,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16557666/1773453924217.jpg,1,webcam,0.45
92302,17458813,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/17458813/1774482092762.jpg,1,webcam,0.0
93318,6148965,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6148965/1774674692930.jpg,0,webcam,0.0
78208,2610,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2610/1772963343273.jpg,0,webcam,0.0
83949,16454085,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16454085/1773481117287.jpg,0,webcam,0.0
96964,312,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/312/1775448992912.jpg,0,webcam,0.35
74267,8695193,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8695193/1772009749176.jpg,0,webcam,0.0
113883,28999873,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28999873/1783977375873.jpg,1,webcam,0.4
102774,28774047,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28774047/1781383534403.jpg,1,webcam,0.35
79091,3115776,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3115776/1773181614292.jpg,0,webcam,0.0
95822,15293,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15293/1775185412551.jpg,1,webcam,0.55
119082,28470202,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28470202/1785406560596.jpg,1,webcam,0.15
66884,2951173,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2951173/1770410989589.jpg,1,webcam,0.45
101336,28615436,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1780956927932.jpg,0,webcam,0.0
111613,3147501,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3147501/1783335722984.jpg,1,webcam,0.65
96342,17885510,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/17885510/1775307153355.jpg,0,webcam,0.0
73350,160,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/160/1771785408998.jpg,0,webcam,0.0
96516,3702,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3702/1775341111879.jpg,0,webcam,0.0
90478,17885510,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/17885510/1774101091824.jpg,0,webcam,0.0
82472,15579363,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15579363/1773457166769.jpg,0,webcam,0.0
115851,28999873,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28999873/1784502963502.jpg,1,webcam,0.35
69943,9540652,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9540652/1771050648748.jpg,0,webcam,0.0
72421,6148965,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6148965/1771561254283.jpg,0,webcam,0.0
85009,7251378,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7251378/1773492632761.jpg,0,webcam,0.0
82015,7437829,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7437829/1773452004454.jpg,0,webcam,0.0
92137,6148965,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6148965/1774456172465.jpg,0,webcam,0.0
88287,5961426,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5961426/1773591272411.jpg,0,webcam,0.35
114543,28916704,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28916704/1784155570739.jpg,1,webcam,0.35
80292,13484960,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13484960/1773429386545.jpg,0,webcam,0.0
84406,2949724,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2949724/1773486156113.jpg,0,webcam,0.0
106515,28799369,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28799369/1781927173374.jpg,0,webcam,0.3
96077,1457,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1457/1775244632192.jpg,0,webcam,0.0
115410,27474067,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27474067/1784390461847.jpg,1,webcam,0.3
82275,12777287,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12777287/1773454886011.jpg,0,webcam,0.25
67131,2978042,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2978042/1770607634531.jpg,0,webcam,0.0
106922,12218487,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12218487/1782036071619.jpg,1,webcam,0.25
84456,10177628,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10177628/1773486695630.jpg,0,webcam,0.45
107750,28871581,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28871581/1782266465048.jpg,1,webcam,0.55
86815,4301906,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4301906/1773520711638.jpg,0,webcam,0.0
93876,4738,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4738/1774776932640.jpg,0,webcam,0.0
